"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"american", "passport", 0.9663, "undirected", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " U.S. Busts Massive Fake ID Scheme", " Here's Where You're Most Likely To Get Scammed", "Local Agencies Warn Against Facebook Identity Theft - WIFR"
"american", "level", 0.9748, "undirected", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " Here's Where You're Most Likely To Get Scammed", " U.S. Busts Massive Fake ID Scheme", "Consumer Protection Week Focuses On Identity Theft - ", "Local Agencies Warn Against Facebook Identity Theft - WIFR"
"american", "mothers", 0.9863, "undirected", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", "Reality Check: Identity Theft Happens to the Best of Us - BU Quad", " Here's Where You're Most Likely To Get Scammed", " U.S. Busts Massive Fake ID Scheme", "Consumer Protection Week Focuses On Identity Theft - "
"american", "series", 0.9868, "undirected", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " U.S. Busts Massive Fake ID Scheme", " Here's Where You're Most Likely To Get Scammed", "Local Agencies Warn Against Facebook Identity Theft - WIFR", "Consumer Protection Week Focuses On Identity Theft - "
"american", "sign", 0.9445, "undirected", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " U.S. Busts Massive Fake ID Scheme", " Here's Where You're Most Likely To Get Scammed", "Local Agencies Warn Against Facebook Identity Theft - WIFR", "Consumer Protection Week Focuses On Identity Theft - "
"american", "proof", 0.7065, "undirected", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " U.S. Busts Massive Fake ID Scheme", " Here's Where You're Most Likely To Get Scammed", "Local Agencies Warn Against Facebook Identity Theft - WIFR", "Consumer Protection Week Focuses On Identity Theft - "
"american", "site", 0.9700, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", "Ann Brenoff:  How I Spy On My Kids Online"
"american", "children", 0.8692, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "5-year-olds victims of identity theft - The Hill (blog)", "Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless"
"american", "speed", 0.9903, "undirected", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " Here's Where You're Most Likely To Get Scammed", " U.S. Busts Massive Fake ID Scheme", "Local Agencies Warn Against Facebook Identity Theft - WIFR", "Consumer Protection Week Focuses On Identity Theft - "
"american", "locator", 0.9410, "undirected", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " U.S. Busts Massive Fake ID Scheme", " Here's Where You're Most Likely To Get Scammed", "Local Agencies Warn Against Facebook Identity Theft - WIFR", "Consumer Protection Week Focuses On Identity Theft - "
"american", "parents", 0.8939, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press", "Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?"
"american", "administrator", 0.9745, "undirected", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " U.S. Busts Massive Fake ID Scheme", " Here's Where You're Most Likely To Get Scammed", "Consumer Protection Week Focuses On Identity Theft - ", "Local Agencies Warn Against Facebook Identity Theft - WIFR"
"american", "unique", 0.9725, "undirected", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " U.S. Busts Massive Fake ID Scheme", " Here's Where You're Most Likely To Get Scammed", "Local Agencies Warn Against Facebook Identity Theft - WIFR", "Consumer Protection Week Focuses On Identity Theft - "
"american", "mortgage", 0.6297, "undirected", " Here's Where You're Most Likely To Get Scammed", " U.S. Busts Massive Fake ID Scheme", "Local Agencies Warn Against Facebook Identity Theft - WIFR", "Consumer Protection Week Focuses On Identity Theft - ", "Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer"
"american", "bureau", 0.9303, "undirected", "Jason Alderman:  Fixing Errors on Your Credit Report", "Consumer Protection Week Focuses On Identity Theft - ", "Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press", " Here's Where You're Most Likely To Get Scammed", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?"
"american", "student", 0.9692, "undirected", "Ex-student admits guilt in ID theft case - U-T San Diego", "LSC-Kingwood to host identity theft presentations - Your Houston News", "Protecting yourself against fast growing crime of identity theft - WATE-TV", "Juliet Jeske:  Melissa McCarthy Is Obese -- So What?", " Here's Where You're Most Likely To Get Scammed"
"android", "twitter", 0.9927, "undirected", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Avoiding identity theft-related tax refund fraud - Plain Dealer"
"android", "personal", 0.8145, "undirected", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com", "Contact 6: Avoiding identity theft - fox6now.com", "Clinic Corruption: Hospital Identity Theft - KUTV Dan Sheldon (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"android", "computers", 0.6987, "undirected", " Identity Thieves Just Love Apple", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "How to Defend Against Identity Theft This Tax Season - CNBC.com", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "Former bank worker faces computer, ID theft charges - Fairfield Citizen"
"android", "internet", 0.6721, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)"
"android", "passwords", 0.9863, "undirected", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Editorial: Countering ID theft requires better awareness campaigns - Engadget", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"apple", "transunion", 0.7857, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "display", 0.9302, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "number", 0.9653, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"apple", "web", 0.9364, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "code", 0.8894, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)"
"apple", "bill", 0.8790, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Iowa House OKs Bill Making Identity Theft a Felony - KCRG"
"apple", "qualifier", 0.9292, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "publish", 0.9500, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "linkedin", 0.9962, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"apple", "ipad", 0.0459, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "flag", 0.8174, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "identifier", 1.0000, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "express", 0.5841, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "system", 0.9938, "undirected", "Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"apple", "digits", 0.8352, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Ann Brenoff:  How I Spy On My Kids Online"
"apple", "history", 0.9558, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "settings", 0.9753, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "application", 0.8611, "undirected", " Identity Thieves Just Love Apple", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"apple", "design", 0.1888, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "name", 0.9768, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Jeanne Kelly:  Beware of This Common Creditor Error", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com"
"apple", "corporation", 0.9968, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"apple", "user", 0.8974, "undirected", " Identity Thieves Just Love Apple", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Facebook users risk identity theft - RT", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"apple", "store", 0.6916, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"apple", "secure", 0.9773, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News"
"apple", "device", 0.9988, "undirected", " Identity Thieves Just Love Apple", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The two Miami police officers were arrested Thursday - NBC 6 South Florida"
"apple", "ship", 0.8118, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune"
"apple", "rank", 0.9799, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "social", 0.9803, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Man arrested for identity theft after using fake Social number - Aspen Daily News"
"apple", "samsung", 0.8630, "undirected", " Identity Thieves Just Love Apple", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "sales", 0.9553, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", " IRS Announces Crack Down ", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"apple", "administrator", 0.8915, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "android", 0.8713, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"apple", "equifax", 0.7857, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"apple", "personal", 0.9991, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)"
"apple", "computers", 0.1511, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics"
"apple", "internet", 0.8544, "undirected", " Identity Thieves Just Love Apple", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"apple", "credit", 0.8980, "undirected", " Identity Thieves Just Love Apple", "Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft", "Jason Alderman:  Fixing Errors on Your Credit Report", "Jeanne Kelly:  Beware of This Common Creditor Error", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"application", "design", 0.8955, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", " Identity Thieves Just Love Apple", "New reports show identity theft increasing - WPXI Pittsburgh", "James Berman:  The Five Steps for Financial Fitness", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com"
"application", "name", 0.6919, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Jeanne Kelly:  Beware of This Common Creditor Error", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "5-year-olds victims of identity theft - The Hill (blog)", "Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft"
"application", "store", 0.9643, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", " Identity Thieves Just Love Apple", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime"
"application", "secure", 0.9400, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "New reports show identity theft increasing - WPXI Pittsburgh", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "Man arrested for identity theft after using fake Social number - Aspen Daily News", "How to prevent identity theft - CBS News"
"application", "ship", 0.9428, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", " Identity Thieves Just Love Apple", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft", "New reports show identity theft increasing - WPXI Pittsburgh"
"application", "shopping", 0.9910, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft", "How to prevent identity theft - CBS News", "Action Line: Minimize the risk of identity theft - Bakersfield Californian"
"application", "social", 0.9487, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Man arrested for identity theft after using fake Social number - Aspen Daily News", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "New reports show identity theft increasing - WPXI Pittsburgh", "Avoiding identity theft-related tax refund fraud - Plain Dealer"
"application", "rating", 0.9989, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist", "FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)", "Why Identity Theft Matters - ABC News", "I-Team Investigates Identity Theft Targets In Texas - "
"application", "administrator", 0.9748, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Shredding identity theft in Jackson County - KFVS", " Identity Thieves Just Love Apple", "Hundreds shred it to avoid becoming a victim of ID theft - WLOX", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com"
"application", "android", 0.9975, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", " Identity Thieves Just Love Apple", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "New reports show identity theft increasing - WPXI Pittsburgh"
"application", "equifax", 0.9860, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", " Identity Thieves Just Love Apple", "New reports show identity theft increasing - WPXI Pittsburgh", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "Identity theft: the fastest growing crime in America - Palm Beach Daily News"
"application", "banking", 0.6981, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", " Bank Card Skimmers Steal Millions", "2 men accused of identity theft ring on trial - KHON2", "ID theft jolts Hatch residents - Las Cruces Sun-News", "More than dozen hit in identity theft spree - Medina County Gazette"
"application", "computers", 0.6621, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", " Identity Thieves Just Love Apple", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "How to Defend Against Identity Theft This Tax Season - CNBC.com", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"application", "identity", 0.9846, "undirected", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Have You Ever Been a Victim of Identity Theft? - Lifehacker", "Identity theft reaches three year high - CW39 NewsFix", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News", "ID theft in LA jumps 37% - WWL First News"
"application", "credit", 0.9548, "undirected", "Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft", "Jason Alderman:  Fixing Errors on Your Credit Report", "Jeanne Kelly:  Beware of This Common Creditor Error", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity", "Free ways to protect against identity theft - CNET"
"assigned", "attorney", 0.8842, "undirected", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Providence man sentenced to 2 years in identity-theft scheme - The Providence Journal", "Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)", "IRS gets help fighting identity theft tax fraud - Tbo.com", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired"
"assigned", "degree", 0.9901, "undirected", "Man Arrested for Fraud, Identity Theft - Patch.com", "Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS gets help fighting identity theft tax fraud - Tbo.com", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com"
"assigned", "flag", 0.9095, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS gets help fighting identity theft tax fraud - Tbo.com", "IRS seeing spike in identity theft cases - Tucson News Now", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assigned", "country", 0.9389, "undirected", "Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "I-Team Investigates Identity Theft Targets In Texas - ", "IRS gets help fighting identity theft tax fraud - Tbo.com", "ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist"
