"Sturgis residents victims of identity theft - Rapid City Journal","card","sturgi","lang","wash","fargo","unauthor","shut","withdraw","lift","transact","pin","skimmer","car","number","account","swipe","retriev","debit","reader","bank","350","im","immedi","call","verifi"
"Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless","child","freez","maryland","credit","minor","lock","children","proactiv","kid","bureau","effect","fail","experian","ident","offer","mean","current","damag","victim","refus","harm","exactli","cb","job","finish"
"Identity Theft, Stolen Wallet Reported by Kirkwood Residents - Patch.com","kirkwood","block","polic","avenu","loui","wallet","south","resid","st","purs","purchas","feb","pm","mountain","oakland","municip","reportedli","weekli","wii","arrest","refer","regard","topic","700","column"
"IRS seeing spike in identity theft cases - Tucson News Now","watson","ir","spike","tucson","theyv","send","peopl","qualifi","detect","center","stop","email","touch","delai","return","filter","huge","caution","absolut","throughout","suggest","file","weve","fill","urg"
"How to Defend Against Identity Theft This Tax Season - CNBC.com","cybercrimin","bestuzhev","kasperski","infect","taxpay","tax","season","malwar","messag","malici","document","softwar","web","search","comput","save","click","email","harm","prowl","lure","send","social","inform","download"
"Four indicted in federal tax fraud, identity theft case - Anchorage Daily News","indict","mccomb","malonei","sexton","william","conspir","return","defraud","conspiraci","feder","alleg","photo","tax","inmat","unclear","44","obtain","whom","knowledg","permiss","47","42","claim","instanc","juri"
"Jason Alderman:  Fixing Errors on Your Credit Report","cfpb","credit","consum","report","bureau","score","compani","loan","respons","major","youll","lender","incorrect","financi","iowa","agenc","error","employ","disput","order","handl","determin","complaint","specif","announc"
"12.6 Million Reasons Why Identity Theft Matters - Huffington Post","stolen","msa","exposur","florida","breach","twice","nearli","govern","complaint","organ","epidem","employe","regul","percent","demand","126","surg","rate","job","goe","ftc","youll","gather","blue","appli"
"Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer","hugh","vernon","florida","mortgag","estat","compens","accord","monei","count","document","client","real","conduct","obtain","corpor","fund","bob","broward","ongo","degre","50000","lauderdal","21","court","fort"
"Facebook users risk identity theft - RT","abagnal","facebook","user","profil","control","upload","con","born","track","googl","feet","birth","fill","date","press","own","internet","50","laptop","themselv","fraudster","danger","site","technolog","privaci"
" IRS Announces Crack Down ","tax","accord","miller","sale","vend","pet","exempt","turbo","fruit","miami","york","anderson","ir","youll","subject","pai","commission","crack","air","id","numer","bui","100000","wait","florida"
"Theft of Golf Clubs, Identity Theft - Patch.com","winnetka","golf","batteri","av","polic","offend","block","rd","unknown","feb","report","loss","club","set","green","patch","date","blue","remov","court","possess","survei","25","amount","discov"
"Identity theft and the IRS, or, Who got my refund? - Reuters","ir","parker","stern","olsen","return","linda","fiscal","varga","youv","taxpay","tax","wait","reuter","usual","refund","2013","id","washington","quickli","agenc","sent","bad","reap","sex","surprisingli"
"New report shows identity theft is on the rise - KGET 17","hudson","consequ","start","my","regularli","employ","credit","wallet","million","piec","victim","peopl","neg","vigil","counsel","devast","havoc","statement","rack","unfortun","factor","receipt","doctor","servic","check"
"Iowa House OKs Bill Making Identity Theft a Felony - KCRG","feloni","iowa","bill","cdt","approv","rais","mar","class","hous","25","stori","slide","punish","lawmak","exempt","measur","alcohol","bar","council","penalti","offend","minimum","ap","senat","movi"
"The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","internet","samsung","googl","counsel","compani","complaint","worri","appl","download","polici","copyright","reportedli","settlement","execut","hire","domin","congress","warn","previous","mobil","percent","android","app","senior","user"
"Colorado identity theft panelist gets identity stolen from work Monday - Denver Post","comment","colorado","mst","carrol","spring","regist","stole","member","start","quick","ten","denver","week","governor","board","articl","reset","automat","bbb","offens","abus","smart","meet","clean","broadcast"
"Seven charged with identity theft inside Davis County Jail - StandardNet","poulsen","jail","davi","clearfield","inmat","seven","counti","spread","night","engag","scam","determin","bill","phone","activ","famili","feloni","set","sheriff","franc","none","tag","jurisdict","member","commun"
"Baltimore County man sentenced to 11 years for ID theft scheme - Baltimore Sun","baltimor","hill","john","rent","apart","doctor","11","sentenc","scheme","coconspir","derrick","emploi","sun","restitut","edt","previous","51","provid","conspir","wire","43","counterfeit","46","justic","judg"
"Expert says credit monitoring fails to stop most identity-theft crime - Anderson Independent Mail","cerda","identitytheft","attack","carolina","sen","cyber","south","senat","cybersecur","deduct","throughout","provid","monitor","protect","lifelock","freez","crime","annual","abl","hacker","fraud","southeast","stretch","belt","anderson"
"Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune","strackbein","ms","sept","227","comment","district","wayn","ship","signatur","41","attornei","card","writer","pennsylvania","condit","capit","reveal","appli","edward","purchas","resid","violat","georgia","held","st"
"Why Identity Theft Matters - ABC News","complaint","top","imag","ftc","twice","percent","america","ident","nearli","blue","recent","javelin","theft","report","13","categor","stripe","sunshin","stream","steadi","15","florida","rate","hunt","improperli"
"South Florida leads nation in identity theft, feds report - Palm Beach Post","galvin","complaint","florida","palm","100000","nation","deal","lead","fraud","consum","enter","top","beach","vulner","nationwid","internet","percent","benefit","26","ftc","debt","peopl","drug","southeast","surpris"
"Berks business leaders urged to watch for ID theft - Reading Eagle","adam","berk","seminar","latino","eagl","commun","counti","busi","endors","district","topic","w2","offens","perpetr","advis","puerto","comment","form","foundat","develop","john","attornei","owner","drug","sen"
"Program on identity theft set for Tuesday - Times Herald-Record","premium","content","regist","access","articl","subscrib","user","icon","galleri","month","sampl","desktop","anonym","basi","limit","pleas","paid","indic","laptop","addit","subscript","photo","learn","requir","visit"
"Ann Brenoff:  How I Spy On My Kids Online","teen","stronggiststrong","strongsourcestrong","children","kid","text","media","parent","son","onlin","app","research","pew","televis","game","veronica","cell","teenag","my","studi","concern","phone","school","behavior","digit"
"Canton woman charged by troopers in alleged identity theft - WatertownDailyTimes.com","class","feloni","ms","alleg","incid","woman","releas","charg","am","newspap","seconddegre","larceni","sport","websit","thirddegre","rank","forgeri","town","grand","seek","york","north","arrest","specif","reader"
"Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","school","twitter","deputi","director","sheriff","account","look","appropri","reportedli","gun","ira","disclosur","media","smoke","board","siciliano","99","tweet","site","natur","central","dead","wish","phoni","administr"
"Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","complaint","issu","categori","debt","decept","prize","consum","percent","internet","practic","mobil","fals","note","entertain","catalog","abroad","newli","sweepstak","impost","trace","fastest","preval","custom","threaten","statu"
" U.S. Busts Massive Fake ID Scheme","scam","travel","fake","scammer","food","million","mortgag","jersei","scheme","foreclosur","hrefhttpwwwhuffingtonpostcom20120423craigslistscamstipslosingmoney_n_1445763html","target_hplink","massiv","pretend","veteran","reuter","chariti","18","payment","craigslist","disabl","ring","ebai","american","drug"
" Here's Where You're Most Likely To Get Scammed","scam","florida","travel","scammer","food","older","mortgag","complaint","million","popul","american","foreclosur","hrefhttpwwwhuffingtonpostcom20120423craigslistscamstipslosingmoney_n_1445763html","target_hplink","pretend","veteran","torok","chariti","payment","craigslist","disabl","trade","commiss","ebai","drug"
"Mass. Man Arraigned In Alleged Identity Theft Scam - WBUR","boston","yousheei","counterfeit","coaklei","smartphon","fake","bui","electron","martha","resold","shahab","discount","municip","extens","monei","arraign","cross","downtown","bail","price","led","secret","david","press","judg"
"St. Clair County woman gets 4 years for identity theft - STLtoday.com","drummond","prosecutor","illinoi","southern","harri","loui","hospit","sentenc","st","feder","woman","elderli","conspiraci","east","vulner","patient","stole","order","prison","appli","tag","prei","susan","live","women"
"ID theft jolts Hatch residents - Las Cruces Sun-News","sment","vega","hatch","fisher","bank","town","fbi","villag","experienc","appar","widespread","local","misus","report","victim","household","husband","2010","enforc","2005","sourc","spokesman","depend","recent","typic"
"Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft","prevent","holidai","shop","replac","leav","gift","home","trust","tip","mad","dont","ship","signatur","deliveri","donat","packag","websit","cash","car","easier","front","rememb","safe","plan","cant"
"Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)","complaint","percent","ftc","wage","huge","top","director","relat","incom","leagu","charl","catalog","imposs","sweepstak","consum","try","refund","acknowledg","misus","inevit","illustr","delai","109","scam","releas"
"Action Line: Tax identity theft protection takes effort - Tulsa World","ir","tax","id","inform","protect","return","file","action","contact","box","refund","thiev","notifi","respond","taxpay","safe","channel","expand","theftrel","dear","result","hunt","broken","intensifi","headlin"
"FTC Releases Top 30 Consumer Complaints of the Year; ID Fraud Is No. 1 - ABC News","percent","complaint","ftc","fraud","report","capita","wagerel","percentag","govern","georgia","incid","rate","sept","categor","prior","30","type","18","form","top","2012","complain","growth","369132","hijack"
"Identity theft is taxing problem - Post-Bulletin","remain","articl","postbulletin","free","llc","view","subscript","afford","enjoi","entitl","30","current","purchas","site","dai","access","compani","subscrib","regist","remaining_reg","remaining_sub","visit","period","pleas","crash"
"Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","system","biometr","nation","implement","govern","standard","improv","citizen","fix","legisl","entri","reform","identif","immigr","countri","requir","type","creat","entir","chang","wouldnt","effect","instead","databas","practic"
"Identity theft brings 5-year term for Everett man - HeraldNet","trenari","sentenc","judg","convict","hope","ad","court","histori","past","feloni","lengthi","yesterdai","guidelin","surpris","bob","paperwork","consist","spent","havoc","pretti","rack","mind","loui","maximum","juri"
"Bellevue police break up alleged identity theft ring - KOMO News","bellevu","polic","ring","seattl","sound","throughout","evid","raid","believ","door","mail","27","laptop","morn","alleg","group","feb","courtesi","scream","prowl","disturb","blank","pd","hopefulli","habit"
"How to prevent identity theft - CBS News","moneywatch","dave","mailbox","dont","deliv","wallet","cb","digit","repli","lock","danger","mail","cant","sens","worst","social","password","johnson","trash","secur","statement","quickli","bank","identifi","easi"
"Man Arrested for Fraud, Identity Theft - Patch.com","hall","beck","counti","forsyth","detent","held","16","similar","investig","center","degre","author","count","51","arrest","sheriff","forgeri","patch","david","north","georgia","suspect","survei","metro","stem"
"College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com","witham","busto","embezzl","plead","plea","forgeri","admit","colleg","bradlei","district","anthoni","court","count","contest","document","mark","public","john","fund","director","san","guilti","survei","learn","dave"
"FTC: Explosion Of Tax Identity Theft Swamps Growth In Other Consumer ... - Forbes","sentinel","ftc","torok","impostor","complaint","rose","contributor","dupe","fraudster","taxpay","phoni","consum","explain","directli","network","log","privat","call","email","ir","surprisingli","1099","33","walmart","growth"
"Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","printer","devic","eras","consol","discard","delet","drive","hard","tap","wii","reformat","memori","store","reset","remov","android","option","navig","gp","smartphon","scanner","rid","storag","camera","data"
"Prosecutors highlight identity theft at 'Craigslist Killer' trial - Los Angeles Times","beaslei","murder","summit","juri","ohio","trial","richard","argu","journal","craigslist","role","wasnt","defens","counti","physic","prosecut","defend","plan","told","job","coconspir","stretch","lure","prei","badli"
"Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired","decis","music","alleg","legal","defend","believ","meant","consist","interview","suffer","hollywood","reject","impostor","battl","posit","star","campaign","nick","singl","limit","film","cover","due","fee","judg"
"Editorial: Countering ID theft requires better awareness campaigns - Engadget","evernot","password","belt","awar","registr","reduc","authent","industri","kei","login","risk","widespread","pii","demograph","rampant","habit","effect","cybersecur","modern","lowhang","safeti","coordin","confid","medic","150"
"IRS gets help fighting identity theft tax fraud - Tbo.com","tampa","investig","ir","crimin","jame","squad","chief","agent","head","local","offic","fraud","deputi","fight","allow","15","tax","progress","combat","quick","newli","jurisdict","member","help","comment"
"Protecting yourself against fast growing crime of identity theft - WATE-TV","knoxvil","pope","rigali","makeawish","conclav","fire","disnei","cardin","tennesse","injuri","event","perspect","newlyelect","kidnei","awok","princess","transplant","papal","girl","foundat","univers","justin","badli","hous","smoke"
"Bellevue police arrest 5 in identity theft ring - KIRO Seattle","bellevu","seattl","hous","detect","polic","west","warrant","search","arrest","collect","prowl","neighbor","sponsor","bag","execut","surround","sort","led","belong","burglari","approach","evid","suggest","girl","left"
"Identity theft and taxpayers IRS Tax Tips - News Item","ir","return","contact","tax","inform","notifi","comment","accept","file","protect","condit","taxpay","lost","violat","respond","purs","safe","sign","term","person","channel","guidelin","expand","wallet","ban"
"Guarding against identity theft - WALB-TV","albani","est20130308","walb","gmt","updat","cancer","recov","season","knight","mardi","gra","2013","festiv","battl","pm","hospit","price","serious","ga","street","night","south","twice","lose","child"
"Identity Theft Warning: Watch Your Bank Accounts - fox8.com","eva","yeah","mad","wadsworth","hurt","reader","25","real","peopl","franc","importantli","prei","neighbor","attach","polic","disappear","rang","ohio","extra","bit","encourag","rico","short","defraud","monei"
"Jason Alderman:  Should You Hire a Tax Preparer?","prepar","tax","profession","return","fee","audit","deduct","incom","penalti","schedul","volunt","situat","depend","free","ir","expens","choos","militari","credenti","base","taxpay","hire","hr","earn","legal"
"Police Blotter: DWI, Identity Theft, Property Damage and More - Patch.com","dwi","intersect","drive","near","properti","respond","road","minor","possess","damag","arrest","feb","trace","alcohol","person","unsecur","estat","polic","17","left","sundai","industri","hill","report","wallet"
"Jeanne Kelly:  'Spring Forward' to Protect Your Identity","card","credit","regularli","save","hour","compani","tech","limit","password","purchas","yourself","machin","spend","exampl","bad","protect","borrow","thief","transact","preapprov","pretti","tip","unusu","spring","inform"
"Man arrested for identity theft after using fake Social number - Aspen Daily News","aspen","cana","social","affidavit","benefit","unabl","polic","interview","secur","restaur","deni","staff","accord","fake","number","ago","obtain","touch","2500","attach","arrest","claim","150","expir","spokeswoman"
"2 Miami officers face identity theft charges - 7Online WSVN-TV","miami","bazil","corrupt","frederick","offic","fbi","reliev","duti","standard","jame","charg","arrest","databas","investig","plead","guilti","month","connect","herald","charl","substanti","fellow","1000","broken","ran"
"Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge","cirio","loophol","corpor","offshor","truth","produc","global","develop","hurt","island","legisl","certif","polit","economi","chang","sometim","shock","shell","99","technolog","cent","privaci","exist","onto","reveal"
"Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com","conspiraci","missouri","check","counterfeit","woman","creat","mail","derrick","39","tweet","lisa","conspir","convict","origin","half","head","box","prosecutor","27","plead","privat","bad","guilti","five","citi"
"Identity theft reaches three year high - CW39 NewsFix","reach","american","ident","share","125","stick","stuff","movi","ticket","houston","wors","info","popul","basic","swipe","gain","stolen","adult","bad","21","safe","shred","connect","thief","care"
"Department of Revenue: 30 People Claim Identity Theft - WLTX.com","team","assist","dor","revenu","protectmyid","sc","cheek","individu","taxpay","breach","spokesperson","enrol","believ","experian","repres","governor","resolut","senat","regard","carolina","jackson","citizen","concern","help","question"
"Brother of alleged ID theft ringleader held on credit card fraud charges - Boston Herald","herald","ringlead","brother","held","alleg","copi","red","opinion","permiss","id","written","29","content","pleas","copyright","owner","boston","charg","commit","privaci","click","20","ago","start","top"
"Juliet Jeske:  Melissa McCarthy Is Obese -- So What?","weight","actress","obes","film","mccarthi","hippo","melissa","pound","hollywood","movi","guess","american","role","specif","portrai","entertain","charact","averag","shouldnt","aggress","success","matter","danger","didnt","woman"
"Tax refund fraud cases drive up ID theft complaints in 2012: Plain Dealing - Plain Dealer","percent","complaint","sheryl","dealer","plain","sentinel","involv","ag","26","militari","catalog","theftrel","contributor","39","collect","complain","wagerel","369132","jump","bogu","40","overal","ftc","green","29"
"FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)","georgia","complaint","ftc","100000","florida","fraud","pdf","catalog","sweepstak","capita","impostor","overal","rank","prize","lotteri","telephon","sale","half","id","lender","explain","phone","50","27","benefit"
"ID theft in LA jumps 37% - WWL First News","neali","37","thiev","understand","im","file","id","name","la","oh","chri","jump","guard","phoni","valu","profit","young","vulner","miller","lifelock","paid","benefit","tell","28","potenti"
"LSC-Kingwood to host identity theft presentations - Your Houston News","commun","host","seri","houston","protect","student","theft","american","ident","lone","44","campu","yourself","enterpris","invit","goal","chri","newspap","club","execut","star","forgeri","mike","abus","success"
"Hundreds shred it to avoid becoming a victim of ID theft - WLOX","ward","sundai","wlox","ohio","northeast","secretli","truck","highwai","bag","embezzl","kill","accid","garbag","gmt","crash","330","vehicl","drove","event","dui","afternoon","90","air","rob","popular"
"Shredding identity theft in Jackson County - KFVS","tower","edt20130323","jackson","23","tampa","gmt","air","school","close","traffic","control","announc","heartland","contractor","airport","rid","dog","father","mayor","health","marijuana","updat","counti","shred","dead"
"Contact 6: Avoiding identity theft - fox6now.com","elsi","schissler","husband","gone","inspector","inform","postal","monei","my","person","grandchild","katrina","milwauke","bar","dream","devast","found","frank","treatment","cancer","advantag","clinic","medic","35","condit"
"Woodlawn man sentenced in identity theft scheme - ABC2 News","hill","sentenc","derrick","restitut","baltimor","redistribut","rewritten","plea","conspir","broadcast","materi","counterfeit","11","reserv","press","check","prosecutor","copyright","associ","affect","2010","design","publish","hour","driver"
"Elkton woman charged with identity theft, police seek other victims - Cecil Whig","25","46","articl","subscript","10","42","free","valuabl","32","period","onlin","pleas","ag","enjoi","continu","view","creat","local","site","purchas","contact","help","offic","servic","account"
"Germantown, Damascus Thefts Linked to Identity Theft Scheme - Patch.com","lane","polic","feloni","cancel","larger","scheme","victim","vehicl","stolen","purs","survei","bank","thiev","disguis","observ","ride","rent","sight","drive","kill","cross","tend","check","valuabl","plain"
"4 Anchorage Residents Indicted For Identity Theft - Alaska Public Radio Network","prosecutor","sexton","indict","fals","mccomb","malonei","steven","william","conspir","seek","michael","refund","submit","return","100","treasuri","28","total","incom","multipl","prison","system","resid","am","issu"
"Brother of Brighton man accused of running identity theft ring now faces ... - Boston.com","yousheei","boston","brother","coaklei","shahab","ring","downtown","bail","john","plead","accus","guilti","charg","count","set","martha","younger","1500","449","cash","offic","charact","whom","municip","merchandis"
"State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com","person","inform","unless","safeguard","absolut","discard","mailbox","carri","credit","vigil","fastest","dumpster","look","consist","reduc","internet","mail","dont","telephon","soon","place","andor","chanc","reput","certif"
"FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today","refund","check","treasuri","institut","deposit","activ","individu","fincen","tax","prepaid","financi","volum","inconsist","multipl","direct","transact","suspici","busi","process","conduct","thirdparti","identif","account","appar","cash"
"Woman indicted on identity theft, fraud charges - Wall Street Journal","div","li","ul","rolemenuitem","hidden","span","class","search","headlin","ran","resourc","ad","result","compani","1957","martha","portrai","enemi","franc","msa","1995","easton","leagu","matthew","silver"
"Police Blotter: 2 Identity Theft Arrests, Retail Theft, Stolen Wallet - Patch.com","bond","59","polic","block","arrest","post","rout","charg","near","avenu","south","recov","retail","licens","19","pm","drive","am","stolen","wallet","charl","5th","registr","39","employe"
"Incidents of tax-related ID theft appear to be dropping - Sun-Sentinel","client","taxrel","ir","certifi","couldnt","pin","file","number","return","season","tax","ident","doubl","ad","hit","morn","past","none","offici","thief","sun","floridian","proport","edt","tripl"
"FUGITIVE FILES Identity Theft - WALA-TV FOX10","mobil","cdt","mar","husband","warrant","20","fals","polic","chang","look","120","pound","bob","club","apart","anonym","signific","success","19","23","weve","michael","pm","difficult","matter"
