"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"employe","identifi","0.9436","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today"
"employe","health","0.3743","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Representative's wife's files identity theft report - WCYB","Protection Against Identity Theft - KIMT"
"employe","compromis","0.9808","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Clinic Corruption: Hospital Identity Theft - KUTV Dan Sheldon (blog)","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"employe","femal","0.9502","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Riverside stolen car case leads to identity fraud arrests - abc7.com","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"employe","medic","0.2633","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Representative's wife's files identity theft report - WCYB","Federal stats: Identity theft of medical records on rise - Newsday (subscription)","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com"
"employe","applic","0.9466","undirected","Former bank worker faces computer, ID theft charges - Fairfield Citizen","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters"
"employe","design","0.9859","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe"," Identity Thieves Just Love Apple","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Protection Against Identity Theft - KIMT"
"employe","colleg","0.9909","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com","Mahwah Crime Trends: Drugs, Identity Theft 'Biggest Concerns' - Patch.com","Office manager of Cortland car lot arrested for identity theft - WREX-TV","Department of Revenue: 30 People Claim Identity Theft - WLTX.com"
"employe","seri","0.9456","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"employe","busi","0.9392","undirected","Northeastern Junior College's Business Day provides tips on preventing ... - Journal-Advocate","Kniss says she was victim of identity theft - Palo Alto Online","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","LSC-Kingwood to host identity theft presentations - Your Houston News","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today"
"employe","secur","0.9297","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Man arrested for identity theft after using fake Social number - Aspen Daily News","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"employe","account","0.8811","undirected","Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)","LSO Investigating Two Cases of Identity Theft - 1011now","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com"
"employe","util","0.9808","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","Why Identity Theft Matters - ABC News","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"employe","rate","0.9467","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","Why Identity Theft Matters - ABC News","Michael Gregg:  Why Your Medical Records Are No Longer Safe"
"employe","photograph","0.9838","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"employe","refund","0.8521","undirected","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com","Jason Alderman:  Avoiding Tax Refund Identity Fraud","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","IRS identity theft crackdown leads to 109 arrests - USA TODAY"
"employe","registr","0.9214","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters"
"employe","network","0.9209","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida","Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013","Rudy Giuliani Now An Identity Theft Protection Pitchman - Gothamist"
"employe","institut","0.8378","undirected","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com","Jason Alderman:  Avoiding Tax Refund Identity Fraud","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"employe","insur","0.8609","undirected","James Berman:  The Five Steps for Financial Fitness","Protection Against Identity Theft - KIMT","Michael Gregg:  Why Your Medical Records Are No Longer Safe","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"employe","person","0.7363","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com","Clinic Corruption: Hospital Identity Theft - KUTV Dan Sheldon (blog)","Contact 6: Avoiding identity theft - fox6now.com","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"employe","ident","0.8898","undirected","Have You Ever Been a Victim of Identity Theft? - Lifehacker","Identity theft reaches three year high - CW39 NewsFix","Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","12.6 Million Reasons Why Identity Theft Matters - Huffington Post"
"employe","employ","0.8702","undirected","Michael Gregg:  Why Your Medical Records Are No Longer Safe","One New Identity Theft Victim Every 3 Seconds in 2012 - Fox Business","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"equifax","bank","0.9712","undirected"," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","ID theft jolts Hatch residents - Las Cruces Sun-News","Former bank worker faces computer, ID theft charges - Fairfield Citizen","More than dozen hit in identity theft spree - Medina County Gazette"
"equifax","bureau","0.4221","undirected","Jason Alderman:  Fixing Errors on Your Credit Report","Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press"
"equifax","sourc","0.4292","undirected","Protecting Yourself from Identity Theft - KTVO","ID theft jolts Hatch residents - Las Cruces Sun-News","Free ways to protect against identity theft - CNET","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com"
"equifax","person","0.9103","undirected","State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com","Identity theft: the fastest growing crime in America - Palm Beach Daily News","Contact 6: Avoiding identity theft - fox6now.com","Clinic Corruption: Hospital Identity Theft - KUTV Dan Sheldon (blog)","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"equifax","comput","0.8593","undirected"," Identity Thieves Just Love Apple","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","How to Defend Against Identity Theft This Tax Season - CNBC.com","Former bank worker faces computer, ID theft charges - Fairfield Citizen","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"equifax","ident","0.8777","undirected","Have You Ever Been a Victim of Identity Theft? - Lifehacker","Identity theft reaches three year high - CW39 NewsFix","Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News","LSC-Kingwood to host identity theft presentations - Your Houston News","ID theft in LA jumps 37% - WWL First News"
"equifax","credit","0.2045","undirected","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","Jason Alderman:  Fixing Errors on Your Credit Report","Jeanne Kelly:  Beware of This Common Creditor Error","Jeanne Kelly:  'Spring Forward' to Protect Your Identity","Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless"
"equifax","employ","0.6362","undirected","Jason Alderman:  Fixing Errors on Your Credit Report","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","Free ways to protect against identity theft - CNET","One New Identity Theft Victim Every 3 Seconds in 2012 - Fox Business","Jeanne Kelly:  Beware of This Common Creditor Error"
"establish","bill","0.7186","undirected","Seven charged with identity theft inside Davis County Jail - StandardNet","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Iowa House OKs Bill Making Identity Theft a Felony - KCRG","New reports show identity theft increasing - WPXI Pittsburgh","Reality Check: Identity Theft Happens to the Best of Us - BU Quad"
"establish","assist","0.2122","undirected","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Office manager of Cortland car lot arrested for identity theft - WREX-TV","Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired","Letter: Mayoka Warns About Identity Theft - Patch.com","Letter: Mayoka Warns About Identity Theft - Patch.com"
"establish","publish","0.9297","undirected","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Seven charged with identity theft inside Davis County Jail - StandardNet","Authorities searching for man accused of identity theft and fraud - KTBS","MCSO searches for identity theft suspects at America's Taco Shop restaurants - ABC15.com (KNXV-TV)","Police arrest man for forgery, identity theft for cashing stolen checks - CBS 21"
"establish","transact","0.8698","undirected","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today","LSO Investigating Two Cases of Identity Theft - 1011now","Sturgis residents victims of identity theft - Rapid City Journal","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com","Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)"
"establish","phone","0.9901","undirected","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Ann Brenoff:  How I Spy On My Kids Online","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"establish","street","0.9898","undirected","Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com","Police Log: Road Hazards, Flooding and Identity Theft - Patch.com","Identity Theft, Credit Card Fraud: Police Blotter - Patch.com","Torrance police seek identity theft suspect - Daily Breeze","Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com"
"establish","flag","0.9927","undirected","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today","Seven charged with identity theft inside Davis County Jail - StandardNet","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters"
"establish","login","0.9192","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"establish","connect","0.9848","undirected","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Office manager of Cortland car lot arrested for identity theft - WREX-TV","MCSO searches for identity theft suspects at America's Taco Shop restaurants - ABC15.com (KNXV-TV)","Man Arrested for Fraud, Identity Theft - Patch.com"
"establish","identifi","0.9492","undirected","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Riverside stolen car case leads to identity fraud arrests - abc7.com","Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com","Letter: Mayoka Warns About Identity Theft - Patch.com"
"establish","femal","0.9847","undirected","Riverside stolen car case leads to identity fraud arrests - abc7.com","Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Office manager of Cortland car lot arrested for identity theft - WREX-TV","Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"establish","digit","0.9856","undirected","Ann Brenoff:  How I Spy On My Kids Online","How to prevent identity theft - CBS News","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft","Action Line: Minimize the risk of identity theft - Bakersfield Californian"
"establish","set","0.9249","undirected","Seven charged with identity theft inside Davis County Jail - StandardNet","Theft of Golf Clubs, Identity Theft - Patch.com","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Share via e-mail - Boston Globe"
"establish","design","0.8168","undirected"," Identity Thieves Just Love Apple","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","James Berman:  The Five Steps for Financial Fitness","Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"establish","ssn","0.9219","undirected","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Jason Alderman:  Avoiding Tax Refund Identity Fraud","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","CPD notes increase in ID theft - Your Houston News","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com"
"establish","tax","0.9528","undirected"," IRS Announces Crack Down ","Jason Alderman:  Avoiding Tax Refund Identity Fraud"," A 'Tsunami' Of Tax Fraud Slams Miami","Action Line: Tax identity theft protection takes effort - Tulsa World","Jason Alderman:  Should You Hire a Tax Preparer?"
"establish","sign","0.8319","undirected","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Seven charged with identity theft inside Davis County Jail - StandardNet","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today"
"establish","busi","0.9772","undirected","Northeastern Junior College's Business Day provides tips on preventing ... - Journal-Advocate","Kniss says she was victim of identity theft - Palo Alto Online","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","LSC-Kingwood to host identity theft presentations - Your Houston News","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today"
"establish","secur","0.8649","undirected","Action Line: Minimize the risk of identity theft - Bakersfield Californian","How to prevent identity theft - CBS News","CPD notes increase in ID theft - Your Houston News","Man arrested for identity theft after using fake Social number - Aspen Daily News","Department of Revenue: 30 People Claim Identity Theft - WLTX.com"
"establish","account","0.9235","undirected","Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)","LSO Investigating Two Cases of Identity Theft - 1011now","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today"
"establish","ship","0.8810","undirected","Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune","Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","How to prevent identity theft - CBS News","Action Line: Minimize the risk of identity theft - Bakersfield Californian"
"establish","shop","0.9033","undirected","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft","How to prevent identity theft - CBS News","Action Line: Minimize the risk of identity theft - Bakersfield Californian","Department of Revenue: 30 People Claim Identity Theft - WLTX.com"
"establish","medicar","0.9811","undirected","James Berman:  The Five Steps for Financial Fitness","Department of Revenue: 30 People Claim Identity Theft - WLTX.com"," A 'Tsunami' Of Tax Fraud Slams Miami","Protection Against Identity Theft - KIMT","Seven charged with identity theft inside Davis County Jail - StandardNet"
"establish","refund","0.7609","undirected","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com","Jason Alderman:  Avoiding Tax Refund Identity Fraud","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","IRS identity theft crackdown leads to 109 arrests - USA TODAY"
"establish","registr","0.7961","undirected","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Riverside stolen car case leads to identity fraud arrests - abc7.com","Adam Levin:  Consumer Reports Got It Dangerously Wrong on Identity Theft","Incidence of Identity Theft Hits 3-Year High - Yahoo! News (blog)"
"establish","uniqu","0.9744","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","How to prevent identity theft - CBS News","Seven charged with identity theft inside Davis County Jail - StandardNet"
"establish","institut","0.7494","undirected","FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com","Jason Alderman:  Avoiding Tax Refund Identity Fraud","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Nixa Woman Sentenced in Identity Theft Conspiracy - OzarksFirst.com"
"establish","bank","0.9922","undirected"," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","Former bank worker faces computer, ID theft charges - Fairfield Citizen","ID theft jolts Hatch residents - Las Cruces Sun-News","Sturgis residents victims of identity theft - Rapid City Journal"
"establish","insur","0.9603","undirected","James Berman:  The Five Steps for Financial Fitness","Protection Against Identity Theft - KIMT","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Ch. 2's Mark Arum among ID-theft operation victims - WSB Atlanta"
"establish","sourc","0.9998","undirected","Protecting Yourself from Identity Theft - KTVO","ID theft jolts Hatch residents - Las Cruces Sun-News","Department of Revenue: 30 People Claim Identity Theft - WLTX.com","Free ways to protect against identity theft - CNET","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com"
"establish","person","0.9975","undirected","State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com","Identity theft: the fastest growing crime in America - Palm Beach Daily News","Contact 6: Avoiding identity theft - fox6now.com","Clinic Corruption: Hospital Identity Theft - KUTV Dan Sheldon (blog)","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"establish","internet","0.9915","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"establish","password","0.9671","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Editorial: Countering ID theft requires better awareness campaigns - Engadget","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"express","femal","0.9926","undirected","Riverside stolen car case leads to identity fraud arrests - abc7.com","Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com","Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)","Juliet Jeske:  Melissa McCarthy Is Obese -- So What?"
"express","media","0.7133","undirected","Ann Brenoff:  How I Spy On My Kids Online","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press"
"express","digit","0.6436","undirected","Ann Brenoff:  How I Spy On My Kids Online","How to prevent identity theft - CBS News","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press"," Identity Thieves Just Love Apple","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"express","histori","0.9513","undirected","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Identity theft brings 5-year term for Everett man - HeraldNet","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)","Ann Brenoff:  How I Spy On My Kids Online","Ex-student admits guilt in ID theft case - U-T San Diego"
"express","set","0.9632","undirected","Theft of Golf Clubs, Identity Theft - Patch.com","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)","Mass. Man Arraigned In Alleged Identity Theft Scam - WBUR","Share via e-mail - Boston Globe"
"express","applic","0.9590","undirected","Former bank worker faces computer, ID theft charges - Fairfield Citizen"," Identity Thieves Just Love Apple","New reports show identity theft increasing - WPXI Pittsburgh","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)","Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com"
"express","design","0.6675","undirected"," Identity Thieves Just Love Apple","James Berman:  The Five Steps for Financial Fitness","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)","Department of Revenue: 30 People Claim Identity Theft - WLTX.com"
"express","level","0.5656","undirected","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)","Robert Siciliano:  BillGuard: Grey Charges Equal Legal Fraud","Ann Brenoff:  How I Spy On My Kids Online","Illegal immigrant sentenced to 18 months in prison in 'total identity theft ... - Fox News","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"express","mother","0.9447","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","New report shows identity theft is on the rise - KGET 17","Ann Brenoff:  How I Spy On My Kids Online","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)"
"express","ssn","0.9517","undirected","Jason Alderman:  Avoiding Tax Refund Identity Fraud","CPD notes increase in ID theft - Your Houston News","Avoiding identity theft-related tax refund fraud - Plain Dealer","Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters","Identity theft and the IRS, or, Who got my refund? - Reuters"
"express","site","0.9286","undirected","Three arrested for identity theft profiling - Lodi News-Sentinel","Identity theft is taxing problem - Post-Bulletin","Elkton woman charged with identity theft, police seek other victims - Cecil Whig","Ann Brenoff:  How I Spy On My Kids Online","Program on identity theft set for Tuesday - Times Herald-Record"
"express","children","0.7001","undirected","Ann Brenoff:  How I Spy On My Kids Online","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","5-year-olds victims of identity theft - The Hill (blog)","Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless"
"express","user","0.9663","undirected","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"express","store","0.9207","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics"," Identity Thieves Just Love Apple","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com"
"express","locat","0.9549","undirected","Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com","Identity theft victim struggles to renew his license - WALB-TV","NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com","Authorities searching for man accused of identity theft and fraud - KTBS","Ann Brenoff:  How I Spy On My Kids Online"
"express","ship","0.9393","undirected","Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune","Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft"," Identity Thieves Just Love Apple","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)","Canton woman charged by troopers in alleged identity theft - WatertownDailyTimes.com"
"express","social","0.9968","undirected","Man arrested for identity theft after using fake Social number - Aspen Daily News","Avoiding identity theft-related tax refund fraud - Plain Dealer","CPD notes increase in ID theft - Your Houston News","Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press"
"express","parent","0.7527","undirected","Ann Brenoff:  How I Spy On My Kids Online","VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press","Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
